Publication Type,Authors,Book Authors,Book Editors,Book Group Authors,Author Full Names,Book Author Full Names,Group Authors,Article Title,Source Title,Book Series Title,Book Series Subtitle,Language,Document Type,Conference Title,Conference Date,Conference Location,Conference Sponsor,Conference Host,Author Keywords,Keywords Plus,Abstract,Addresses,Reprint Addresses,Email Addresses,Researcher Ids,ORCIDs,Funding Orgs,Funding Text,Cited References,Cited Reference Count,"Times Cited, WoS Core","Times Cited, All Databases",180 Day Usage Count,Since 2013 Usage Count,Publisher,Publisher City,Publisher Address,ISSN,eISSN,ISBN,Journal Abbreviation,Journal ISO Abbreviation,Publication Date,Publication Year,Volume,Issue,Part Number,Supplement,Special Issue,Meeting Abstract,Start Page,End Page,Article Number,DOI,Book DOI,Early Access Date,Number of Pages,WoS Categories,Research Areas,IDS Number,UT (Unique WOS ID),Pubmed Id,Open Access Designations,Highly Cited Status,Hot Paper Status,Date of Export,...68
J,"Bahnik, S; Strack, F",NA,NA,NA,"Bahnik, Stepan; Strack, Fritz",NA,NA,Overlap of accessible information undermines the anchoring effect,JUDGMENT AND DECISION MAKING,NA,NA,English,Article,NA,NA,NA,NA,NA,judgment; heuristics and biases; anchoring; selective accessibility,SELECTIVE ACCESSIBILITY; PROVIDED ANCHORS; ADJUSTMENT; HYPOTHESIS; CONSTRUCTION; BIASES,"According to the Selective Accessibility Model of anchoring, the comparison question in the standard anchoring paradigm activates information that is congruent with an anchor. As a consequence, this information will be more likely to become the basis for the absolute judgment which will therefore be assimilated toward the anchor. However, if the activated information overlaps with information that is elicited by the absolute judgment itself, the preceding comparative judgment should not exert an incremental effect and should fail to result in an anchoring effect. The present studies find this result when the comparative judgment refers to a general category and the absolute judgment refers to a subset of the general category that was activated by the anchor value. For example, participants comparing the average annual temperature in New York City to a high 102 degrees F judged the average winter, but not summer temperature to be higher than participants making no comparison. On the other hand, participants comparing the annual temperature to a low -4 degrees F judged the average summer, but not winter temperature to be lower than control participants. This pattern of results was shown also in another content domain. It is consistent with the Selective Accessibility Model but difficult to reconcile with other main explanations of the anchoring effect.","[Bahnik, Stepan; Strack, Fritz] Univ Wurzburg, Dept Psychol, Rontgenring 10, D-97070 Wurzburg, Germany","Bahnik, S (corresponding author), Univ Wurzburg, Dept Psychol, Rontgenring 10, D-97070 Wurzburg, Germany.",bahniks@seznam.cz,NA,NA,Deutsche ForschungsgemeinschaftGerman Research Foundation (DFG) [DFG-RTG 1253/2],The research was supported by Deutsche Forschungsgemeinschaft (DFG-RTG 1253/2). We would like to thank Anand Krishna and Marek Vranka for their helpful comments and Jonathan Baron for suggesting the nonlinear regression analysis.,NA,29,12,12,1,21,SOC JUDGMENT & DECISION MAKING,TALLAHASSEE,"FLORIDA STATE UNIV, TALLAHASSEE, FL 32306-1110 USA",1930-2975,NA,NA,JUDGM DECIS MAK,Judgm. Decis. Mak.,JAN,2016,11,1,NA,NA,NA,NA,92,98,NA,NA,NA,NA,7,"Psychology, Multidisciplinary",Psychology,DC5CH,WOS:000369237900008,NA,DOAJ Gold,NA,NA,2021-02-02,NA
J,"Korner, A; Topolinski, S; Strack, F",NA,NA,NA,"Koerner, Anita; Topolinski, Sascha; Strack, Fritz",NA,NA,Routes to embodiment,FRONTIERS IN PSYCHOLOGY,NA,NA,English,Article,NA,NA,NA,NA,NA,embodied cognition; grounded cognition; simulation; priming; metaphors,POLARITY CORRESPONDENCE; STEREOTYPE ACTIVATION; UNIFYING PERSPECTIVE; BIOLOGICAL MOTION; FACIAL MIMICRY; MOTOR ACTIONS; LANGUAGE; PERCEPTION; MIND; SIMULATION,"Research on embodiment is rich in impressive demonstrations but somewhat poor in comprehensive explanations. Although some moderators and driving mechanisms have been identified, a comprehensive conceptual account of how bodily states or dynamics influence behavior is still missing. Here, we attempt to integrate current knowledge by describing three basic psychological mechanisms: direct state induction, which influences how humans feel or process information, unmediated by any other cognitive mechanism; modal priming, which changes the accessibility of concepts associated with a bodily state; sensorimotor simulation, which affects the ease with which congruent and incongruent actions are performed. We argue that the joint impact of these mechanisms can account for most existing embodiment effects. Additionally, we summarize empirical tests for distinguishing these mechanisms and suggest a guideline for future research about the mechanisms underlying embodiment effects.","[Koerner, Anita; Strack, Fritz] Univ Wurzburg, Dept Psychol 2, Roentgenring 10, D-97070 Wurzburg, Germany; [Topolinski, Sascha] Univ Cologne, Dept Psychol, Social & Econ Cognit, D-50931 Cologne, Germany","Korner, A (corresponding author), Univ Wurzburg, Dept Psychol 2, Roentgenring 10, D-97070 Wurzburg, Germany.",anita.koerner@uni-wuerzburg.de,NA,"Korner, Anita/0000-0003-3761-2118","German Research Foundation (DFG)German Research Foundation (DFG) [TO 705/1-1, Str 264/26-1]; University of Wuerzburg","This publication was funded by the German Research Foundation (DFG) and the University of Wuerzburg in the funding programme Open Access Publishing. Sascha Topolinski was supported by the German Research Foundation (DFG, TO 705/1-1, Str 264/26-1).",NA,143,33,33,2,63,FRONTIERS MEDIA SA,LAUSANNE,"AVENUE DU TRIBUNAL FEDERAL 34, LAUSANNE, CH-1015, SWITZERLAND",1664-1078,NA,NA,FRONT PSYCHOL,Front. Psychol.,JUL 2,2015,6,NA,NA,NA,NA,NA,NA,NA,940,10.3389/fpsyg.2015.00940,NA,NA,10,"Psychology, Multidisciplinary",Psychology,CM3UU,WOS:000357611100001,26191033,"DOAJ Gold, Green Published",NA,NA,2021-02-02,NA
J,"Topolinski, S; Strack, F",NA,NA,NA,"Topolinski, Sascha; Strack, Fritz",NA,NA,Corrugator activity confirms immediate negative affect in surprise,FRONTIERS IN PSYCHOLOGY,NA,NA,English,Article,NA,NA,NA,NA,NA,suiprise; fluency; affect; EMG; expectancy,PHASIC AFFECTIVE MODULATION; FACIAL EXPRESSIONS; PROCESSING FLUENCY; EMG ACTIVITY; AFFECTIVE CONSEQUENCES; INTUITION; JUDGMENTS; COHERENCE; EMOTION; DETERMINANTS,"The emotion of surprise entails a complex of immediate responses, such as cognitive interruption, attention allocation to, and more systematic processing of the surprising stimulus. All these processes serve the ultimate function to increase processing depth and thus cognitively master the surprising stimulus. The present account introduces phasic negative affect as the underlying mechanism responsible for this switch in operating mode. Surprising stimuli are schema discrepant and thus entail cognitive disfluency, which elicits immediate negative affect. This affect in turn works like a phasic cognitive tuning switching the current processing mode from more automatic and heuristic to more systematic and reflective processing. Directly testing the initial elicitation of negative affect by surprising events, the present experiment presented high and low surprising neutral trivia statements to N = 28 participants while assessing their spontaneous facial expressions via facial electromyography. High compared to low surprising trivia elicited higher corrugator activity, indicative of negative affect and mental effort, while leaving zygomaticus (positive affect) and frontalis (cultural surprise expression) activity unaffected. Future research shall investigate the mediating role of negative affect in eliciting surprise-related outcomes.","[Topolinski, Sascha] Univ Cologne, Dept Psychol Social & Econ Cognit, Richard Strauss Str 2, D-50931 Cologne, Germany; [Strack, Fritz] Univ Wurzburg, D-97070 Wurzburg, Germany","Topolinski, S (corresponding author), Univ Cologne, Dept Psychol Social & Econ Cognit, Richard Strauss Str 2, D-50931 Cologne, Germany.",sascha.topolinski@uni-koeln.de,NA,NA,Deutsche Forschungsgemeinschaft (DFG)German Research Foundation (DFG) [Str 264/25-1],This research was funded by the Deutsche Forschungsgemeinschaft (DFG; Str 264/25-1).,NA,92,38,39,0,1,FRONTIERS MEDIA SA,LAUSANNE,"AVENUE DU TRIBUNAL FEDERAL 34, LAUSANNE, CH-1015, SWITZERLAND",1664-1078,NA,NA,FRONT PSYCHOL,Front. Psychol.,FEB 16,2015,6,NA,NA,NA,NA,NA,NA,NA,134,10.3389/fpsyg.2015.00134,NA,NA,8,"Psychology, Multidisciplinary",Psychology,CB2RB,WOS:000349474500001,25762956,"DOAJ Gold, Green Published",NA,NA,2021-02-02,NA
J,"Alos-Ferrer, C; Strack, F",NA,NA,NA,"Alos-Ferrer, Carlos; Strack, Fritz",NA,NA,From dual processes to multiple selves: Implications for economic behavior,JOURNAL OF ECONOMIC PSYCHOLOGY,NA,NA,English,Article,NA,NA,NA,NA,NA,Dual-process models; Dual-system theories; Multiple-selves models,DECISION-MAKING; INDIVIDUAL-DIFFERENCES; AFFECTIVE PSYCHOLOGY; SELF-CONTROL; SYSTEMS; MEMORY; UNCERTAINTY; COMPETITION; MECHANISMS; ATTENTION,"This article presents a short review of dual-process and dual-system theories from social and cognitive psychology and comments on their relevance for research on economic behavior. We view dual-process theories as a theoretical scaffolding which helps structure and interpret experimental results and can deliver important insights on human behavior in economic contexts. Dual-process ideas and concepts have already started to percolate into economics, contributing to the behavioral turn and the incorporation of bounded rationality into economic theory. The most recent development in this direction is represented by multiple selves models, which we view as a promising first step. We conclude the article with a brief discussion of the remaining articles in the special issue. (C) 2014 Published by Elsevier B.V.","[Alos-Ferrer, Carlos] Univ Cologne, Dept Econ, D-50923 Cologne, Germany; [Strack, Fritz] Univ Wurzburg, Dept Psychol, D-97070 Wurzburg, Germany","Alos-Ferrer, C (corresponding author), Univ Cologne, Dept Econ, Albertus Magnus Pl, D-50923 Cologne, Germany.",carlos.alos-ferrer@uni-koeln.de; strack@psychologie.uni-wuerzburg.de,NA,NA,NA,NA,NA,98,69,71,1,46,ELSEVIER SCIENCE BV,AMSTERDAM,"PO BOX 211, 1000 AE AMSTERDAM, NETHERLANDS",0167-4870,1872-7719,NA,J ECON PSYCHOL,J. Econ. Psychol.,APR,2014,41,NA,NA,NA,SI,NA,1,11,NA,10.1016/j.joep.2013.12.005,NA,NA,11,"Economics; Psychology, Multidisciplinary",Business & Economics; Psychology,AG7SV,WOS:000335619800001,NA,NA,NA,NA,2021-02-02,NA
J,"Strack, F",NA,NA,NA,"Strack, Fritz",NA,NA,A nationally funded Online laboratory Infrastructure for psychological Research,PSYCHOLOGISCHE RUNDSCHAU,NA,NA,German,Editorial Material,NA,NA,NA,NA,NA,NA,NA,NA,"Lehrstuhl Psychol II, D-97070 Wurzburg, Germany","Strack, F (corresponding author), Lehrstuhl Psychol II, Rontgenring 10, D-97070 Wurzburg, Germany.",strack@psychologie.uni-wuerzburg.de,NA,NA,NA,NA,NA,0,1,1,0,0,HOGREFE & HUBER PUBLISHERS,GOTTINGEN,"ROHNSWEG 25, D-37085 GOTTINGEN, GERMANY",0033-3042,2190-6238,NA,PSYCHOL RUNDSCH,Psychol. Rundsch.,NA,2014,65,2,NA,NA,NA,NA,91,91,NA,NA,NA,NA,1,"Psychology, Multidisciplinary",Psychology,AF4HZ,WOS:000334673900007,NA,NA,NA,NA,2021-02-02,NA
J,"Schwarz, N; Strack, F",NA,NA,NA,"Schwarz, Norbert; Strack, Fritz",NA,Deutsch Gesell Psychologie,Martin Irle 1927-2013 Obituary,PSYCHOLOGISCHE RUNDSCHAU,NA,NA,German,Biographical-Item,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Schwarz, Norbert/B-3591-2008","Schwarz, Norbert/0000-0002-8868-7067",NA,NA,NA,1,0,0,0,0,HOGREFE & HUBER PUBLISHERS,GOTTINGEN,"ROHNSWEG 25, D-37085 GOTTINGEN, GERMANY",0033-3042,2190-6238,NA,PSYCHOL RUNDSCH,Psychol. Rundsch.,NA,2014,65,1,NA,NA,NA,NA,33,34,NA,10.1026/0033-3042/a000190,NA,NA,2,"Psychology, Multidisciplinary",Psychology,292RA,WOS:000329918700007,NA,NA,NA,NA,2021-02-02,NA
J,"Stroebe, W; Strack, F",NA,NA,NA,"Stroebe, Wolfgang; Strack, Fritz",NA,NA,The Alleged Crisis and the Illusion of Exact Replication,PERSPECTIVES ON PSYCHOLOGICAL SCIENCE,NA,NA,English,Article,NA,NA,NA,NA,NA,replication; replicability crisis; null findings; scientific fraud; priming; epistemology; critical rationalism,STEREOTYPE ACTIVATION; IMPRESSION-FORMATION; SOCIAL-PSYCHOLOGY; BEHAVIOR; PERCEPTION; DETERMINANT; ASSIMILATION; INITIATION; REPLICABILITY; CONSEQUENCES,"There has been increasing criticism of the way psychologists conduct and analyze studies. These critiques as well as failures to replicate several high-profile studies have been used as justification to proclaim a replication crisis in psychology. Psychologists are encouraged to conduct more exact replications of published studies to assess the reproducibility of psychological research. This article argues that the alleged crisis of replicability is primarily due to an epistemological misunderstanding that emphasizes the phenomenon instead of its underlying mechanisms. As a consequence, a replicated phenomenon may not serve as a rigorous test of a theoretical hypothesis because identical operationalizations of variables in studies conducted at different times and with different subject populations might test different theoretical constructs. Therefore, we propose that for meaningful replications, attempts at reinstating the original circumstances are not sufficient. Instead, replicators must ascertain that conditions are realized that reflect the theoretical variable(s) manipulated (and/or measured) in the original study.","[Stroebe, Wolfgang] Univ Utrecht, Dept Psychol, NL-3508 TC Utrecht, Netherlands; [Stroebe, Wolfgang] Univ Groningen, Dept Social & Org Psychol, NL-9700 AB Groningen, Netherlands; [Strack, Fritz] Univ Wurzburg, Dept Psychol, Wurzburg, Germany","Stroebe, W (corresponding author), Univ Utrecht, Dept Psychol, POB 80140, NL-3508 TC Utrecht, Netherlands.",w.stroebe@uu.nl,NA,"Stroebe, Wolfgang/0000-0003-2767-2838",NA,NA,NA,78,237,239,6,137,SAGE PUBLICATIONS LTD,LONDON,"1 OLIVERS YARD, 55 CITY ROAD, LONDON EC1Y 1SP, ENGLAND",1745-6916,1745-6924,NA,PERSPECT PSYCHOL SCI,Perspect. Psychol. Sci.,JAN,2014,9,1,NA,NA,NA,NA,59,71,NA,10.1177/1745691613514450,NA,NA,13,"Psychology, Multidisciplinary",Psychology,AA1IB,WOS:000330848700006,26173241,NA,Y,N,2021-02-02,NA
J,"Schwarz, N; Strack, F",NA,NA,NA,"Schwarz, Norbert; Strack, Fritz",NA,NA,"Does Merely Going Through the Same Moves Make for a Direct Replication? Concepts, Contexts, and Operationalizations",SOCIAL PSYCHOLOGY,NA,NA,English,Editorial Material,NA,NA,NA,NA,NA,replication; operationalization; methodology,NA,"Klein and colleagues (2014) conducted a direct replication of a study on the influence of frequency scales on behavioral reports. To do so, they administered a scale based on behavioral frequencies in a 1983 German sample to diverse samples whose (known) 2013 behavioral frequencies exceeded the historical values by a factor of two, resulting in a replication that is technically equivalent while missing the realization of psychologically equivalent differences between behavior and response scale. We discuss the difference between technical and psychological equivalence and highlight its implications for testing the robustness of psychological phenomena.","[Schwarz, Norbert] Univ So Calif, Los Angeles, CA 90089 USA; [Strack, Fritz] Univ Wurzburg, Wurzburg, Germany","Schwarz, N (corresponding author), Univ So Calif, Dept Psychol, 3620 S McClintock Ave, Los Angeles, CA 90089 USA.",norbert.schwarz@usc.edu,"Schwarz, Norbert/B-3591-2008","Schwarz, Norbert/0000-0002-8868-7067",NA,NA,NA,9,13,13,0,10,HOGREFE & HUBER PUBLISHERS,GOTTINGEN,"ROHNSWEG 25, D-37085 GOTTINGEN, GERMANY",1864-9335,2151-2590,NA,SOC PSYCHOL-GERMANY,Soc. Psychol.,NA,2014,45,4,NA,NA,NA,NA,305,306,NA,NA,NA,NA,2,"Psychology, Social",Psychology,AO3JS,WOS:000341226100008,NA,NA,NA,NA,2021-02-02,NA
J,"Gerdes, ABM; Wieser, MJ; Alpers, GW; Strack, F; Pauli, P",NA,NA,NA,"Gerdes, Antje B. M.; Wieser, Matthias J.; Alpers, Georg W.; Strack, Fritz; Pauli, Paul",NA,NA,Why do you smile at me while I'm in pain? - Pain selectively modulates voluntary facial muscle responses to happy faces,INTERNATIONAL JOURNAL OF PSYCHOPHYSIOLOGY,NA,NA,English,Article,NA,NA,NA,NA,NA,Pain; Emotional facial expressions; Facial muscle responses,ORBITOFRONTAL CORTEX; PERCEPTION; EMOTION; EXPRESSIONS; DEPRESSION; ATTENTION; STRESS; ACTIVATION; MECHANISMS; GUIDELINES,"It has been well documented that emotional stimuli modulate pain perception, but little is known about the reverse influence pain may have on emotion processing. According to the motivational priming theory, pain should facilitate the processing of unpleasant and hamper the processing of pleasant affective stimuli. To this end, we investigated the influence of tonic pain on the processing of happy and angry faces in 30 healthy participants. As a measure of affect processing, the interference of picture content on participants' voluntary reactions to the pictures either with a compatible or an incompatible facial muscle (M. zygomaticus major [smile] or M. corrugator supercilii [frown]) was recorded by electromyogram (EMG). Additionally, participants rated valence and arousal of each picture. During both tasks, the participants received either painful or non-painful pressure stimulation. Pain stimulation was generally associated with slower compatible and incompatible muscle responses (M. zygomaticus and M. corrugator) and fewer erroneous incompatible (M. corrugator) responses to happy faces. However, pain did not affect muscle responses to angry faces and explicit valence and arousal ratings. Thus, pain seems to selectively influence the responses to happy faces, which may result from a slowed processing of incongruent information (happy/pain). That happy faces are processed differently during pain may bear important implications for social interactions during acute and possibly even chronic pain states. (C) 2012 Published by Elsevier B.V.","[Gerdes, Antje B. M.] Univ Mannheim, Sch Social Sci, Chair Clin & Biol Psychol, Dept Psychol, D-68131 Mannheim, Germany; [Gerdes, Antje B. M.; Alpers, Georg W.] Univ Wurzburg, Dept Psychol, D-97070 Wurzburg, Germany","Gerdes, ABM (corresponding author), Univ Mannheim, Sch Social Sci, Chair Clin & Biol Psychol, Dept Psychol, Postfach 103462, D-68131 Mannheim, Germany.",gerdes@uni-mannheim.de,"Wieser, Matthias J/E-7614-2010; Wieser, Matthias J./AAV-7930-2020","Pauli, Paul/0000-0003-0692-6720; Wieser, Matthias/0000-0002-0429-1541; Alpers, Georg W./0000-0001-9896-5158",German Research Society (DFG)German Research Foundation (DFG); Research Group Emotion and Behavior,This work was supported by the Research Group Emotion and Behavior which is sponsored by the German Research Society (DFG; FOR 605). We would like to thank Ramona Baur and Marion Hofle for their help with data collection and data analysis.,NA,64,14,15,0,24,ELSEVIER,AMSTERDAM,"RADARWEG 29, 1043 NX AMSTERDAM, NETHERLANDS",0167-8760,1872-7697,NA,INT J PSYCHOPHYSIOL,Int. J. Psychophysiol.,AUG,2012,85,2,NA,NA,NA,NA,161,167,NA,10.1016/j.ijpsycho.2012.06.002,NA,NA,7,"Psychology, Biological; Neurosciences; Physiology; Psychology; Psychology, Experimental",Psychology; Neurosciences & Neurology; Physiology,020DZ,WOS:000309790400004,22705169,NA,NA,NA,2021-02-02,NA
J,"Nussinson, R; Hafner, M; Seibt, B; Strack, F; Trope, Y",NA,NA,NA,"Nussinson, Ravit; Hafner, Michael; Seibt, Beate; Strack, Fritz; Trope, Yaacov",NA,NA,Approach/Avoidance Orientations Affect Self-construal and Identification with In-group,SELF AND IDENTITY,NA,NA,English,Article,NA,NA,NA,NA,NA,Approach/avoidance; Processing style; Global/local; Self-construal; Identification,MOTOR ACTIONS; REGULATORY FOCUS; SOCIAL DISCRIMINATION; VALENCED INFORMATION; CULTURAL-DIFFERENCES; COLLECTIVE PRIMACY; NEGATIVE AFFECT; AVOIDANCE; ATTITUDES; CATEGORIZATION,"Approach and avoidance are two basic motivational orientations. Their activation influences cognitive and perceptive processes: Previous work suggests that an approach orientation instigates a focus on larger units as compared to avoidance. Study 1 confirms this assumption using a paradigm that more directly taps a person's tendency to represent objects as belonging to small or large units than prior studies. It was further predicted that the self should also be represented as belonging to larger units, and hence be more interdependent under approach than under avoidance. Study 2 supports this prediction. As a consequence of this focus on belonging to larger units, it was finally predicted that approach results in a stronger identification with one's in-group than avoidance. Studies 3 and 4 support that prediction.","[Nussinson, Ravit] Open Univ Israel, Dept Educ & Psychol, IL-43107 Raanana, Israel; [Hafner, Michael] Univ Utrecht, Dept Social & Org Psychol, Utrecht, Netherlands; [Seibt, Beate] ISCTE IUL, Ctr Social Res & Intervent CIS, Lisbon, Portugal; [Strack, Fritz] Univ Wurzburg, Dept Psychol 2, Wurzburg, Germany; [Trope, Yaacov] NYU, Dept Psychol, New York, NY 10003 USA; Open Univ Israel, Dept Psychol, IL-43107 Raanana, Israel","Nussinson, R (corresponding author), Open Univ Israel, Dept Educ & Psychol, IL-43107 Raanana, Israel.",ravitnu@openu.ac.il,NA,"Seibt, Beate/0000-0002-0148-0961; Nussinson, Ravit/0000-0002-7331-548X","NIMH NIH HHSUnited States Department of Health & Human ServicesNational Institutes of Health (NIH) - USANIH National Institute of Mental Health (NIMH) [R01 MH059030-10, R01 MH059030] Funding Source: Medline; NATIONAL INSTITUTE OF MENTAL HEALTHUnited States Department of Health & Human ServicesNational Institutes of Health (NIH) - USANIH National Institute of Mental Health (NIMH) [R01MH059030, R01MH059030, R01MH059030, R01MH059030, R01MH059030, R01MH059030, R01MH059030, R01MH059030, R01MH059030, R01MH059030] Funding Source: NIH RePORTER",NA,NA,62,12,12,0,33,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",ABINGDON,"2-4 PARK SQUARE, MILTON PARK, ABINGDON OX14 4RN, OXON, ENGLAND",1529-8868,1529-8876,NA,SELF IDENTITY,Self Identity,NA,2012,11,2,NA,NA,NA,NA,255,272,NA,10.1080/15298868.2011.559044,NA,NA,18,"Psychology, Social",Psychology,969TF,WOS:000306080800008,22844229,Green Accepted,NA,NA,2021-02-02,NA
J,"Nussinson, R; Seibt, B; Hafner, M; Strack, F",NA,NA,NA,"Nussinson, Ravit; Seibt, Beate; Hafner, Michael; Strack, Fritz",NA,NA,Cognitive consequences of motivational orientation: Perceived similarity between objects,ACTA PSYCHOLOGICA,NA,NA,English,Article,NA,NA,NA,NA,NA,Approach/avoidance; Motivation; Similarity; Global; Local; Processing style,MOTOR ACTIONS; VALENCED INFORMATION; REGULATORY FOCUS; AVOIDANCE; PERCEPTION; LOVE; ASSIMILATION; PREVENTION; RETRIEVAL; PROMOTION,"Recent findings suggest that the unconscious activation of the motivational orientations of approach and avoidance is accompanied by the adoption of a more global and a more local processing style, respectively. A global processing style, in turn, is assumed to instigate a focus on similarities whereas a local processing style is assumed to instigate a focus on differences. Integrating these two ideas, the present research examines the hypothesis that participants under approach perceive objects as more similar to each other than participants under avoidance. To test this assumption, we induced the two motivational orientations and elicited judgments of similarities (Experiments 1 and 2) and differences (Experiment 2) for pairs of pictures. Results confirmed the hypothesis. We propose that the relative attunement to similarities/differences under approach/avoidance is functional because it allows for a flexible conceptualization of the environment/an ability to discern slight deviations from what is expected. (C) 2011 Elsevier B.V. All rights reserved.","[Nussinson, Ravit] Open Univ Israel, Dept Educ & Psychol, IL-43107 Raanana, Israel; [Seibt, Beate] Inst Univ Lisboa ISCTE IUL, Ctr Invest & Intervencao Social, Lisbon, Portugal; [Hafner, Michael] Univ Utrecht, Dept Social & Org Psychol, NL-3508 TC Utrecht, Netherlands; [Strack, Fritz] Univ Wurzburg, Dept Psychol, D-97070 Wurzburg, Germany","Nussinson, R (corresponding author), Open Univ Israel, Dept Educ & Psychol, IL-43107 Raanana, Israel.",ravitnu@openu.ac.il,NA,"Seibt, Beate/0000-0002-0148-0961; Nussinson, Ravit/0000-0002-7331-548X",NA,NA,NA,38,3,3,1,16,ELSEVIER SCIENCE BV,AMSTERDAM,"PO BOX 211, 1000 AE AMSTERDAM, NETHERLANDS",0001-6918,1873-6297,NA,ACTA PSYCHOL,Acta Psychol.,SEP,2011,138,1,NA,NA,NA,NA,39,44,NA,10.1016/j.actpsy.2011.05.003,NA,NA,6,"Psychology, Experimental",Psychology,833DV,WOS:000295862900005,21636065,NA,NA,NA,2021-02-02,NA
J,"Hofmann, W; Friese, M; Muller, J; Strack, F",NA,NA,NA,"Hofmann, Wilhelm; Friese, Malte; Mueller, Joern; Strack, Fritz",NA,NA,Two souls live in my breast. Psychological and philosophical considerations concerning the conflict between impulses and self-control,PSYCHOLOGISCHE RUNDSCHAU,NA,NA,German,Article,NA,NA,NA,NA,NA,self-control; weakness of will; impulsivity; dual-system models; self-regulation,IMPLICIT ASSOCIATION TEST; WORKING-MEMORY CAPACITY; INDIVIDUAL-DIFFERENCES; COGNITIVE REGULATION; AUTOMATIC ATTITUDES; RESPONSE-INHIBITION; ALCOHOL-CONSUMPTION; AVOIDANCE-BEHAVIOR; DECISION-MAKING; EATING BEHAVIOR,"Ancient philosophers already wondered why people sometimes act against their better judgment. That is, why do people yield to immediate short-term temptations even though they know that it will be detrimental to the pursuit of their long-term goals? Modern psychology has tackled the self-control problem from a variety of perspectives, such as cybernetic models, models of inter-temporal choice, goal-intention models, goal-conflict models, and dual-system models. One advantage of dual-system models seems to be that these models explicitly integrate impulsive processes of behavior determination into their theoretical architecture. We report a program of empirical research which has emanated from a dual-system approach and discuss the benefits and limitations of such an approach for basic and applied research.","[Hofmann, Wilhelm] Univ Wurzburg, LS Psychol 2, D-97070 Wurzburg, Germany","Hofmann, W (corresponding author), Univ Wurzburg, LS Psychol 2, Rontgenring 10, D-97070 Wurzburg, Germany.",hofmannw@psychologie.uni-wuerzburg.de,"Friese, Malte/A-3788-2016","Friese, Malte/0000-0003-0055-513X",NA,NA,NA,162,8,8,2,20,HOGREFE & HUBER PUBLISHERS,GOTTINGEN,"MERKELSTR 3, D-37085 GOTTINGEN, GERMANY",0033-3042,2190-6238,NA,PSYCHOL RUNDSCH,Psychol. Rundsch.,NA,2011,62,3,NA,NA,NA,NA,147,166,NA,10.1026/0033-3042/a000086,NA,NA,20,"Psychology, Multidisciplinary",Psychology,799IJ,WOS:000293280100003,NA,NA,NA,NA,2021-02-02,NA
J,"Hofmann, W; Strack, F; Friese, M; Muller, J",NA,NA,NA,"Hofmann, Wilhelm; Strack, Fritz; Friese, Malte; Mueller, Joern",NA,NA,"Reply to the Position Paper, Two Souls, alas, in my Chest. Psychological and philosophical insights on the Conflict between Impulse and Self-control",PSYCHOLOGISCHE RUNDSCHAU,NA,NA,German,Editorial Material,NA,NA,NA,NA,NA,NA,IMPLEMENTATION INTENTIONS; BEHAVIOR; FOOD; MIND,NA,"[Hofmann, Wilhelm] Univ Wurzburg, LS Psychol 2, D-97070 Wurzburg, Germany","Hofmann, W (corresponding author), Univ Wurzburg, LS Psychol 2, Rontgenring 10, D-97070 Wurzburg, Germany.",hofmannw@psychologie.uni-wuerzburg.de,"Friese, Malte/A-3788-2016","Friese, Malte/0000-0003-0055-513X",NA,NA,NA,29,1,1,0,4,HOGREFE & HUBER PUBLISHERS,GOTTINGEN,"ROHNSWEG 25, D-37085 GOTTINGEN, GERMANY",0033-3042,NA,NA,PSYCHOL RUNDSCH,Psychol. Rundsch.,NA,2011,62,3,NA,NA,NA,NA,188,194,NA,NA,NA,NA,7,"Psychology, Multidisciplinary",Psychology,799IJ,WOS:000293280100007,NA,NA,NA,NA,2021-02-02,NA
