uniqueID,PT,AU,BA,BE,GP,AF,BF,CA,TI,SO,SE,BS,LA,DT,CT,CY,CL,SP,HO,DE,ID,AB,C1,RP,EM,RI,OI,FU,FX,CR,NR,TC,Z9,U1,U2,PU,PI,PA,SN,EI,BN,J9,JI,PD,PY,VL,IS,PN,SU,SI,MA,BP,EP,AR,DI,D2,EA,EY,PG,WC,SC,GA,UT,PM,OA,HC,HP,DA
25,J,"Lerman, AE; Sadin, ML",,,,"Lerman, Amy E.; Sadin, Meredith L.",,,Stereotyping or Projection? How White and Black Voters Estimate Black Candidates' Ideology,POLITICAL PSYCHOLOGY,,,English,Article,,,,,,projection; stereotyping; vote choice; descriptive representation; Black politics,SYMBOLIC RACISM; SOCIAL CATEGORIZATION; FEMALE CANDIDATES; LOS-ANGELES; RACE MATTER; GENDER; REPRESENTATION; PERCEPTION; SIMILARITY; MODEL,"In studying the electoral fortunes of Black candidates, scholars have almost exclusively focused on White voters' attitudes. In this article, we employ a set of randomized experiments and nationally representative survey data to examine how both Black and White voters evaluate the ideology of racially diverse candidates. In line with previous research, we find evidence that White voters stereotype Black candidates as being more liberal than White candidates in three of our four tests. In contrast, we find that Black votersparticularly those who identify as politically conservativeproject their own ideology onto Black candidates. These findings have electoral importance because, as we show, vote choice for both Blacks and Whites is substantially mediated by perceived ideological distance from a candidate. These findings also enable us to better understand the manner in which Black voters navigate a trade-off between descriptive and substantive representation.","[Lerman, Amy E.; Sadin, Meredith L.] Univ Calif Berkeley, Berkeley, CA 94720 USA","Lerman, AE (reprint author), Univ Calif Berkeley, Goldman Sch Publ Policy, 2607 Hearst Ave, Berkeley, CA 94720 USA.",alerman@berkeley.edu,,,,,,90,2,2,3,22,WILEY-BLACKWELL,HOBOKEN,"111 RIVER ST, HOBOKEN 07030-5774, NJ USA",0162-895X,1467-9221,,POLIT PSYCHOL,Polit. Psychol.,APR,2016,37,2,,,,,147,163,,10.1111/pops.12235,,,,17,"Political Science; Psychology, Social",Government & Law; Psychology,DH6KK,WOS:000372899200001,,,,,4/26/19
26,J,"Kleiman, T; Stern, C; Trope, Y",,,,"Kleiman, Tali; Stern, Chadly; Trope, Yaacov",,,When the Spatial and Ideological Collide: Metaphorical Conflict Shapes Social Perception,PSYCHOLOGICAL SCIENCE,,,English,Article,,,,,,priming; social cognition; open data,CONSEQUENCES; AMBIVALENCE; STEREOTYPES; JUDGMENTS; ATTITUDES; BIAS,"In the present article, we introduce the concept of metaphorical conflicta conflict between the concrete and abstract aspects of a metaphor. We used the association between the concrete (spatial) and abstract (ideological) components of the political left-right metaphor to demonstrate that metaphorical conflict has marked implications for cognitive processing and social perception. Specifically, we showed that creating conflict between a spatial location and a metaphorically linked concept reduces perceived differences between the attitudes of partisans who are generally viewed as possessing fundamentally different worldviews (Democrats and Republicans). We further demonstrated that metaphorical conflict reduces perceived attitude differences by creating a mind-set in which categories are represented as possessing broader boundaries than when concepts are metaphorically compatible. These results suggest that metaphorical conflict shapes social perception by making members of distinct groups appear more similar than they are generally thought to be. These findings have important implications for research on conflict, embodied cognition, and social perception.","[Kleiman, Tali] Hebrew Univ Jerusalem, Dept Psychol, IL-9190501 Jerusalem, Israel; [Stern, Chadly; Trope, Yaacov] NYU, Dept Psychol, 6 Washington Pl, New York, NY 10003 USA","Kleiman, T (reprint author), Hebrew Univ Jerusalem, Dept Psychol, IL-9190501 Jerusalem, Israel.",tali.kleiman@mail.huji.ac.il,,,,,,41,3,3,1,15,SAGE PUBLICATIONS INC,THOUSAND OAKS,"2455 TELLER RD, THOUSAND OAKS, CA 91320 USA",0956-7976,1467-9280,,PSYCHOL SCI,Psychol. Sci.,MAR,2016,27,3,,,,,375,383,,10.1177/0956797615624029,,,,9,"Psychology, Multidisciplinary",Psychology,DH1CU,WOS:000372522800008,26833756,,,,4/26/19
27,J,"Kuhberger, A; Scherndl, T; Ludwig, B; Simon, DM",,,,"Kuehberger, Anton; Scherndl, Thomas; Ludwig, Bastian; Simon, Dominique M.",,,Comparative Evaluation of Narrative Reviews and Meta-Analyses A Case Study,ZEITSCHRIFT FUR PSYCHOLOGIE-JOURNAL OF PSYCHOLOGY,,,English,Review,,,,,,meta-analysis; narrative review; priming; systematic review,SOCIAL-BEHAVIOR; PUBLICATION BIAS; EFFECT SIZES; MONEY; AUTOMATICITY; REPLICATION; MECHANISMS; ACTIVATION; PSYCHOLOGY; PREJUDICE,"Summarizing and organizing research in narrative reviews is a classic procedure for cumulating research. In recent years narrative reviews have been increasingly, though not completely, replaced by meta-analyses. Using a case study of a prominent narrative review of the behavioral priming literature (Bargh, Schwader, Hailey, Dyer, & Boothby, 2012), we show that narrative reviews run the risk of drawing a picture that tends to be too good to be true, when the effect-sizes of the papers cited in the narrative review are compared to meta-analyses of the respective topic. We shortly discuss the reasons for this, emphasizing two sources of bias that may inflict narrative reviews to a larger degree than meta-analyses, namely bias in study selection, and bias in study aggregation.","[Kuehberger, Anton; Scherndl, Thomas; Ludwig, Bastian; Simon, Dominique M.] Salzburg Univ, Dept Psychol, Hellbrunnerstr 34, A-5020 Salzburg, Austria; [Kuehberger, Anton] Salzburg Univ, Ctr Cognit Neurosci, Salzburg, Austria","Kuhberger, A (reprint author), Salzburg Univ, Dept Psychol, Hellbrunnerstr 34, A-5020 Salzburg, Austria.",anton.kuehberger@sbg.ac.at,"Cognitive Neuroscience, Centre for/C-7888-2011",,,,,60,4,4,4,7,HOGREFE & HUBER PUBLISHERS,GOTTINGEN,"MERKELSTR 3, D-37085 GOTTINGEN, GERMANY",2190-8370,2151-2604,,Z PSYCHOL,Z. Psychol.-J. Psychol.,,2016,224,3,,,,,145,156,,10.1027/2151-2604/a000250,,,,12,"Psychology, Multidisciplinary",Psychology,EG7UT,WOS:000391262500002,,,,,4/26/19
28,J,"Hvidman, U; Andersen, SC",,,,"Hvidman, Ulrik; Andersen, Simon Calmar",,,Perceptions of Public and Private Performance: Evidence from a Survey Experiment,PUBLIC ADMINISTRATION REVIEW,,,English,Article,,,,,,,MANAGEMENT RESEARCH; SERVICE MOTIVATION; ORGANIZATION; GOVERNMENT; IMPACT; TRUST; OPINION; SCHOOLS; MATTER,"Media, politicians, and reform proponents frequently assert that public sector organizations are inefficient and burdened by administrative procedures. But are negative stereotypes of the public sector reflected in people's perceptions of public service provision? Given the methodological challenges of isolating the perception of publicness from other factors related to public organizations, little is known about whether public organizations have a negative image. The authors use a survey experimental design to isolate the effect of publicness on perceptions of the performance of hospitals. The results suggest that public sector organizations have a negative image on productivity-related aspects of performance but not on normative aspects of performance. As this article is a randomized experiment, it provides strong evidence regarding the causal nature of the relationship between publicness and perceptions of performance. Implications for researchers aiming to understand these mechanisms and for public managers concerned about the image of their organization are discussed.","[Hvidman, Ulrik; Andersen, Simon Calmar] Aarhus Univ, Dept Polit Sci, DK-8000 Aarhus C, Denmark","Hvidman, U (reprint author), Aarhus Univ, Dept Polit Sci, DK-8000 Aarhus C, Denmark.",uhvidman@ps.au.dk; sca@ps.au.dk,,,,,,51,9,9,5,34,WILEY-BLACKWELL,HOBOKEN,"111 RIVER ST, HOBOKEN 07030-5774, NJ USA",0033-3352,1540-6210,,PUBLIC ADMIN REV,Public Adm. Rev.,JAN-FEB,2016,76,1,,,,,111,120,,10.1111/puar.12441,,,,10,Public Administration,Public Administration,CZ7XK,WOS:000367313700018,,,,,4/26/19
29,B,"Gass, RH; Seiter, JS","Gass, RH; Seiter, JS",,,"Gass, Robert H.; Seiter, John S.","Gass, RH; Seiter, JS",,Motivational Appeals,"PERSUASION: SOCIAL INFLUENCE AND COMPLIANCE GAINING, 5TH EDITION",,,English,Article; Book Chapter,,,,,,,PARALLEL PROCESS MODEL; HELP UNKNOWN OTHERS; FEAR APPEALS; ANTICIPATED GUILT; TIPPING BEHAVIOR; HUMOROUS STIMULI; INGRATIATION; IMPACT; SEX; METAANALYSIS,,"[Gass, Robert H.] Calif State Univ Fullerton, Fullerton, CA 92634 USA; [Seiter, John S.] Utah State Univ, Logan, UT 84322 USA","Gass, RH (reprint author), Calif State Univ Fullerton, Fullerton, CA 92634 USA.",,,,,,,125,0,0,0,0,ROUTLEDGE,ABINGDON,"2 PARK SQ, MILTON PARK, ABINGDON OX14 4RN, OXFORD, ENGLAND",,,978-0-205-91296-4; 978-1-317-34838-2,,,,2016,,,,,,,284,307,,,10.4324/9781315186252,,,24,"Psychology, Social",Psychology,BK6KY,WOS:000440536500014,,,,,4/26/19
30,J,"Fatke, M",,,,"Fatke, Matthias",,,Behavioural primes in the voting booth: Further evidence of priming effects in popular votes and elections,ELECTORAL STUDIES,,,English,Article,,,,,,Behavioural priming; Electoral behaviour; Vote choice; Behavioural decision theory; Social psychology; Referendums,AGGRESSION-ELICITING STIMULI; DIRECT DEMOCRACY; ATTITUDES; AUTOMATICITY; EXPOSURE; SUPPORT; WEAPONS,"Why do electoral laws prohibit political advertisement right where voters cast their ballots? Apparently, it is assumed that the deliberate and intentional decision of voters can be swayed at the last minute, thereby compromising free and fair elections. While traditional approaches to electoral behaviour typically fail to recognise such influences, evidence from behavioural psychology suggests that subtle primes can indeed automatically trigger individual action. This paper therefore argues that voting, too, is subject to unsuspected primes. In particular, we analyse whether the innocuous environmental setting of the polling place can influence vote choice. Whether priming effects extend to political behaviour presents a puzzle that is yet not sufficiently investigated. On the one hand, two recent studies do show such behavioural priming effects for the USA. On the other hand, however, there is a serious debate about behavioural priming in general questioning the replicability of earlier studies. Against this background, our paper presents the first replication outside the USA of previous findings, and furthermore extends behavioural priming to other instances. Specifically, we address three questions. First, can behavioural priming of vote choice be replicated or are findings specific to the context of the USA? Second, does behavioural priming of vote choice also occur in elections in multi-party systems? And third, how do ambiguous primes affect decisions in votes, in which the prime does not correspond directly to favouring one choice over another? Using precinct level data from two federal city-states of Germany, Hamburg and Berlin, we find that results of popular votes and elections do, in fact, differ depending on the polling place being situated in a school. Our findings are not only relevant to the theoretical conception of vote choice and contribute to psychological accounts of political behaviour, but they also have practical implications for the design of electoral institutions. (C) 2015 Elsevier Ltd. All rights reserved.","[Fatke, Matthias] Univ Munich, Geschwister Scholl Inst Polit Sci, D-80538 Munich, Germany","Fatke, M (reprint author), Univ Munich, Geschwister Scholl Inst Polit Sci, Oettingenstr 67, D-80538 Munich, Germany.",matthias.fatke@gsi.lmu.de,,,,,,50,1,1,2,17,ELSEVIER SCI LTD,OXFORD,"THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD OX5 1GB, OXON, ENGLAND",0261-3794,1873-6890,,ELECT STUD,Elect. Stud.,DEC,2015,40,,,,,,315,321,,10.1016/j.electstud.2015.10.008,,,,7,Political Science,Government & Law,CZ7JX,WOS:000367276800030,,,,,4/26/19
31,J,"Meyers, CD",,,,"Meyers, C. D.",,,Automatic Behavior and Moral Agency: Defending the Concept of Personhood from Empirically Based Skepticism,ACTA ANALYTICA-INTERNATIONAL PERIODICAL FOR PHILOSOPHY IN THE ANALYTICAL TRADITION,,,English,Article,,,,,,Agency; Automaticity; Moral psychology; Moral responsibility; Non-realism; Person; Persons; Personhood; Reactive attitudes; PF Strawson,IMPLICIT EGOTISM; AWARENESS,"Empirical evidence indicates that much of human behavior is unconscious and automatic. This has led some philosophers to be skeptical of responsible agency or personhood in the moral sense. I present two arguments defending agency from these skeptical concerns. My first argument, the ""margin of error"" argument, is that the empirical evidence is consistent with the possibility that our automatic behavior deviates only slightly from what we would do if we were in full conscious control. Responsible agency requires only that our actions more or less express our conscious goals and values. My second argument is a non-realist defense of moral agency. If we are willing to reject metaethical realism about agents, then there may be good reasons why we should retain the concept of agency in our moralizing, even if automaticity undermines the belief that we are really in conscious control of our behavior. We can do this by adopting a ""reactive attitudes"" approach to moral responsibility. On this view, agency is determined not by actual features of human psychology but by the attitudes and practices (such as praise and blame) that we ought to adopt in response to the actions and motivations of individuals.","Univ So Mississippi, Dept Philosophy & Relig, Hattiesburg, MS 39406 USA","Meyers, CD (reprint author), Univ So Mississippi, Dept Philosophy & Relig, 118 Coll Dr 5015, Hattiesburg, MS 39406 USA.",cd.meyers@usm.edu,,,,,,19,0,0,0,3,SPRINGER,NEW YORK,"233 SPRING ST, NEW YORK, NY 10013 USA",0353-5150,1874-6349,,ACTA ANAL,Acta Anal.-Int. Period. Philos. A.,JUN,2015,30,2,,,,,193,209,,10.1007/s12136-014-0239-3,,,,17,Philosophy,Philosophy,CI6VY,WOS:000354903100007,,,,,4/26/19
32,J,"Hesselmann, G; Moors, P",,,,"Hesselmann, Guido; Moors, Pieter",,,Definitely maybe: can unconscious processes perform the same functions as conscious processes?,FRONTIERS IN PSYCHOLOGY,,,English,Article,,,,,,consciousness; social psychology; cognitive psychology; visual perception; continuous flash suppression,CONTINUOUS FLASH SUPPRESSION; BINOCULAR-RIVALRY; THOUGHT THEORY; AMERICAN FLAG; RIGHT CHOICE; LARGE-SCALE; REPLICATION; AWARENESS; PSYCHOLOGY; BEHAVIOR,"Hassin recently proposed the ""Yes It Can"" (YIC) principle to describe the division of labor between conscious and unconscious processes in human cognition. According to this principle, unconscious processes can carry out every fundamental high-level cognitive function that conscious processes can perform. In our commentary, we argue that the author presents an overly idealized review of the literature in support of the YIC principle. Furthermore, we point out that the dissimilar trends observed in social and cognitive psychology, with respect to published evidence of strong unconscious effects, can better be explained by the way how awareness is defined and measured in both research fields. Finally, we show that the experimental paradigm chosen by Hassin to rule out remaining objections against the YIC principle is unsuited to verify the new default notion that all high-level cognitive functions can unfold unconsciously.","[Hesselmann, Guido] Charite, Visual Percept Lab, Dept Psychiat & Psychotherapy, D-10117 Berlin, Germany; [Moors, Pieter] Univ Leuven KU Leuven, Lab Expt Psychol, B-3000 Leuven, Belgium","Hesselmann, G (reprint author), Charite, Visual Percept Lab, Dept Psychiat & Psychotherapy, Campus Charite Mitte,Charitepl 1, D-10117 Berlin, Germany.",guido.hesselmann@charite.de; pieter.moors@ppw.kuleuven.be,"Hesselmann, Guido/I-2880-2016","Hesselmann, Guido/0000-0002-8873-7212; Moors, Pieter/0000-0002-4667-1235",German Research Foundation [HE 6244/1-1]; Research Foundation-Flanders (FWO),GH was supported by the German Research Foundation (grant HE 6244/1-1). PM was supported by a doctoral fellowship awarded by the Research Foundation-Flanders (FWO).,,52,23,23,0,28,FRONTIERS MEDIA SA,LAUSANNE,"PO BOX 110, EPFL INNOVATION PARK, BUILDING I, LAUSANNE, 1015, SWITZERLAND",1664-1078,,,FRONT PSYCHOL,Front. Psychol.,6-May,2015,6,,,,,,,,584,10.3389/fpsyg.2015.00584,,,,5,"Psychology, Multidisciplinary",Psychology,CJ2UB,WOS:000355339000003,25999896,"DOAJ Gold, Green Published",,,4/26/19
33,J,"Brandt, MJ; Evans, AM; Crawford, JT",,,,"Brandt, Mark J.; Evans, Anthony M.; Crawford, Jarret T.",,,The Unthinking or Confident Extremist? Political Extremists Are More Likely Than Moderates to Reject Experimenter-Generated Anchors,PSYCHOLOGICAL SCIENCE,,,English,Article,,,,,,attitudes; decision making; open data; open materials,BELIEF SUPERIORITY; COGNITIVE CLOSURE; PROVIDED ANCHORS; UNCERTAINTY; ADJUSTMENT; SOPHISTICATION; INFORMATION; HEURISTICS; INFERENCES; MOTIVATION,"People with extreme political opinions are alternatively characterized as being relatively unthinking or as confident consumers and practitioners of politics. In three studies, we tested these competing hypotheses using cognitive anchoring tasks (total N = 6,767). Using two different measures of political extremity, we found that extremists were less influenced than political moderates by two types of experimenter-generated anchors (Studies 1-3) and that this result was mediated by extremists' belief superiority (Study 2). Extremists and moderates, however, were not differentially influenced by self-generated anchors (Study 2), which suggests that extremists differentiated between externally and internally generated anchors. These results are consistent with the confident-extremist perspective and contradict the unthinking-extremist perspective. The present studies demonstrate the utility of adopting a basic cognitive task to investigate the relationship between ideology and cognitive style and suggest that extremity does not necessarily beget irrationality.","[Brandt, Mark J.; Evans, Anthony M.] Tilburg Univ, NL-5000 LE Tilburg, Netherlands; [Crawford, Jarret T.] Coll New Jersey, Ewing Township, NJ 08618 USA","Brandt, MJ (reprint author), Tilburg Univ, Dept Social Psychol, POB 90153, NL-5000 LE Tilburg, Netherlands.",m.j.brandt@tilburguniversity.edu,"Trivedi, Kruti/E-7558-2015","Brandt, Mark/0000-0002-7185-7031; Evans, Anthony/0000-0003-3345-5282",,,,38,25,25,0,12,SAGE PUBLICATIONS INC,THOUSAND OAKS,"2455 TELLER RD, THOUSAND OAKS, CA 91320 USA",0956-7976,1467-9280,,PSYCHOL SCI,Psychol. Sci.,FEB,2015,26,2,,,,,189,202,,10.1177/0956797614559730,,,,14,"Psychology, Multidisciplinary",Psychology,CB4TV,WOS:000349622000008,25512050,,,,4/26/19
34,B,"Miller, MK; Chamberlain, J",,"Miller, MK; Blumenthal, JA; Chamberlain, J",,"Miller, Monica K.; Chamberlain, Jared",,,There Ought to Be a Law!: Understanding Community Sentiment,HANDBOOK OF COMMUNITY SENTIMENT,,,English,Editorial Material; Book Chapter,,,,,,,PUBLIC-OPINION; ATTITUDES; IMPACT; JUSTICE; POLICY; US; RESPONSIVENESS; LEGITIMACY; IMPLICIT; GUILTY,,"[Miller, Monica K.] Univ Nevada, Dept Criminal Justice, Mailstop 214,Ansari Business 611, Reno, NV 89557 USA; [Chamberlain, Jared] Argosy Univ, Arizona Sch Profess Psychol, Phoenix, AZ 85021 USA","Miller, MK (reprint author), Univ Nevada, Dept Criminal Justice, Mailstop 214,Ansari Business 611, Reno, NV 89557 USA.",mkmiller@unr.edu,,,,,,83,0,0,1,1,SPRINGER,NEW YORK,"233 SPRING STREET, NEW YORK, NY 10013, UNITED STATES",,,978-1-4939-1898-0,,,,2015,,,,,,,3,28,,10.1007/978-1-4939-1899-7_1,10.1007/978-1-4939-1899-7,,,26,"Law; Psychology, Multidisciplinary",Government & Law; Psychology,BJ0OK,WOS:000417005200001,,,,,4/26/19
35,J,"Chin, JM",,,,"Chin, Jason M.",,,Psychological Science's Replicability Crisis and What It Means for Science in the Courtroom,PSYCHOLOGY PUBLIC POLICY AND LAW,,,English,Article,,,,,,scientific evidence; research methods; admissibility; replicability; Daubert,SCIENTIFIC EVIDENCE; SOCIAL-PSYCHOLOGY; PUBLICATION BIAS; EVIDENCE QUALITY; EXPERT EVIDENCE; LIE DETECTION; DAUBERT; JUDGES; METAANALYSIS; KNOWLEDGE,"In response to what has been termed the ""replicability crisis,"" great changes are currently under way in how science is conducted and disseminated. A question therefore arises over how such change impacts law's treatment of scientific evidence. The present standard for the admissibility of scientific evidence in federal courts in the U.S. asks judges to play the role of gatekeeper, determining if the proffered evidence conforms with several indicia of scientific validity. The replicability crisis, however, has demonstrated that these indicia frequently fail to adequately capture, or have lagged behind, science's best practices. Therefore, this article suggests that as much as the replicability crisis highlights serious issues in the scientific process, it should have similar implications and actionable consequences for legal practitioners and academics. The Article concludes with some suggestions to help ensure that legal decisions are influenced by the best science has to offer.","Univ Toronto, Fac Law, Toronto, ON M5S 1A1, Canada","Chin, JM (reprint author), Univ Toronto, Fac Law, 84 Queens Pk, Toronto, ON M5S 1A1, Canada.",jason.chin@mail.utoronto.ca,,"Chin, Jason/0000-0002-6573-2670",,,,96,7,8,0,13,AMER PSYCHOLOGICAL ASSOC,WASHINGTON,"750 FIRST ST NE, WASHINGTON, DC 20002-4242 USA",1076-8971,1939-1528,,PSYCHOL PUBLIC POL L,Psychol. Public Policy Law,AUG,2014,20,3,,,,,225,238,,10.1037/law0000012,,,,14,"Health Policy & Services; Law; Psychology, Multidisciplinary",Health Care Sciences & Services; Government & Law; Psychology,CA8LT,WOS:000349172600001,,,,,4/26/19
36,J,"Meyer, DE",,,,"Meyer, David E.",,,Semantic priming well established,SCIENCE,,,English,Letter,,,,,,,ACTIVATION; EXPOSURE,,"Univ Michigan, Dept Psychol, Ann Arbor, MI 48109 USA","Meyer, DE (reprint author), Univ Michigan, Dept Psychol, 580 Union Dr, Ann Arbor, MI 48109 USA.",demeyer@umich.edu,,,,,,12,4,4,0,18,AMER ASSOC ADVANCEMENT SCIENCE,WASHINGTON,"1200 NEW YORK AVE, NW, WASHINGTON, DC 20005 USA",0036-8075,1095-9203,,SCIENCE,Science,1-Aug,2014,345,6196,,,,,523,523,,10.1126/science.345.6196.523-b,,,,1,Multidisciplinary Sciences,Science & Technology - Other Topics,AM2AU,WOS:000339651300031,25082691,,,,4/26/19
37,J,"Ferguson, MJ; Mann, TC",,,,"Ferguson, Melissa J.; Mann, Thomas C.",,,"EFFECTS OF EVALUATION: AN EXAMPLE OF ROBUST ""SOCIAL"" PRIMING",SOCIAL COGNITION,,,English,Article,,,,,,,IMPLICIT ASSOCIATION TEST; APPROACH-AVOIDANCE BEHAVIOR; MISATTRIBUTION PROCEDURE; AUTOMATIC EVALUATION; MENTAL PROCESSES; PERCEPTION; ACTIVATION; COGNITION; ATTITUDES; IDENTIFICATION,"Evaluation serves a fundamental role in human life, allowing us to safely and successfully interact with our world-much of which is in some way social. We review the vast literature in social psychology on the unintentional impact of evaluation on our mental processing, and locate these effects within longstanding and emerging research traditions. We argue that poorly specified critiques of ""social"" priming threaten to unfairly ostracize robust findings, stunt exciting new investigations into when and how unintentional influences occur (which we review), and are inconsistent with work in cognitive psychology and modern theory on the nature of information processing in the brain. Finally, we argue that full-hearted endorsement of the evaluative priming that we discuss likely cannot peacefully coexist with strong skepticism of all forms of behavior priming, sketching an argument for why the robustness of the former likely compels the existence of some amount of the latter.","[Ferguson, Melissa J.; Mann, Thomas C.] Cornell Univ, Ithaca, NY 14853 USA","Ferguson, MJ (reprint author), Cornell Univ, Dept Psychol, 230 Uris Hall, Ithaca, NY 14853 USA.",mjf44@cornell.edu,,,,,,86,9,10,0,14,GUILFORD PUBLICATIONS INC,NEW YORK,"370 SEVENTH AVE, SUITE 1200, NEW YORK, NY 10001-1020 USA",0278-016X,,,SOC COGNITION,Soc. Cogn.,JUN,2014,32,,,S,SI,,33,46,,10.1521/soco.2014.32.supp.33,,,,14,"Psychology, Social",Psychology,AL8LC,WOS:000339389200003,,,,,4/26/19
38,J,"Menon, T; Smith, EB",,,,"Menon, Tanya; Smith, Edward Bishop",,,Identities in flux: Cognitive network activation in times of change,SOCIAL SCIENCE RESEARCH,,,English,Article,,,,,,Identity; Cognitive network activation; Change,SOCIAL-STRUCTURE; POWER; PEOPLE; MODEL; WORK; INFORMATION; PERSONALITY; KNOWLEDGE; BROKERAGE; CULTURE,"Using a dynamic cognitive model, we experimentally test two competing hypotheses that link identity and cognitive network activation during times of change. On one hand, affirming people's sense of power might give them confidence to think beyond the densest subsections of their social networks. Alternatively, if such power affirmations conflict with people's more stable status characteristics, this could create tension, deterring people from considering their networks' diversity. We test these competing hypotheses experimentally by priming people at varying levels of status with power (high/low) and asking them to report their social networks. We show that confirming identity-not affirming power-cognitively prepares people to broaden their social networks when the world is changing around them. The emotional signature of having a confirmed identity is feeling comfortable and in control, which mediates network activation. We suggest that stable, confirmed identities are the foundation from which people can exhibit greater network responsiveness. (C) 2014 Elsevier Inc. All rights reserved.","[Menon, Tanya] Ohio State Univ, Fisher Coll Business, Columbus, OH 43210 USA; [Smith, Edward Bishop] Northwestern Univ, Kellogg Sch Management, Evanston, IL 60208 USA","Menon, T (reprint author), Ohio State Univ, Fisher Coll Business, 700 Fisher Hall,2100 Neil Ave, Columbus, OH 43210 USA.",menon.53@osu.edu; ned-smith@kellogg.northwestern.edu,,,,,,77,10,10,2,20,ACADEMIC PRESS INC ELSEVIER SCIENCE,SAN DIEGO,"525 B ST, STE 1900, SAN DIEGO, CA 92101-4495 USA",0049-089X,1096-0317,,SOC SCI RES,Soc. Sci. Res.,MAY,2014,45,,,,,,117,130,,10.1016/j.ssresearch.2014.01.001,,,,14,Sociology,Sociology,AD1NI,WOS:000333000300009,24576631,,,,4/26/19
39,J,"Erisen, C; Lodge, M; Taber, CS",,,,"Erisen, Cengiz; Lodge, Milton; Taber, Charles S.",,,Affective Contagion in Effortful Political Thinking,POLITICAL PSYCHOLOGY,,,English,Article,,,,,,mediation; political thinking; motivated reasoning; affect priming,SPREADING ACTIVATION; AUTOMATICITY; PEOPLE,"We offer a theory of motivated political reasoning based on the claim that the feelings aroused in the initial stages of processing sociopolitical information inevitably color all phases of the evaluation process. When a citizen is called on to express a judgment, the considerations that enter into conscious rumination will be biased by the valence of initial affect. This article reports the results of two experiments that test our affective contagion hypothesis-unnoticed affective cues influence the retrieval and construction of conscious considerations in the direction of affective congruence. We then test whether these affectively congruent considerations influence subsequently reported policy evaluations, which we call affective mediation. In short, the considerations that come consciously to mind to inform and to support the attitude construction process are biased systematically by the feelings that are aroused in the earliest stages of processing. This underlying affective bias in processing drives motivated reasoning and rationalization in political thinking.","[Erisen, Cengiz] TOBB Univ Econ & Technol, TR-06560 Ankara, Turkey; [Lodge, Milton; Taber, Charles S.] SUNY Stony Brook, Stony Brook, NY USA","Erisen, C (reprint author), TOBB Univ Econ & Technol, Dept Polit Sci, Sogutozu Cad 43, TR-06560 Ankara, Turkey.",cengiz.erisen@gmail.com,,"Erisen, Cengiz/0000-0001-9809-6087",,,,54,27,27,2,22,WILEY,HOBOKEN,"111 RIVER ST, HOBOKEN 07030-5774, NJ USA",0162-895X,1467-9221,,POLIT PSYCHOL,Polit. Psychol.,APR,2014,35,2,,,,,187,206,,10.1111/j.1467-9221.2012.00937.x,,,,20,"Political Science; Psychology, Social",Government & Law; Psychology,AF0NF,WOS:000334410600003,,,,,4/26/19
