uniqueID,PT,AU,BA,BE,GP,AF,BF,CA,TI,SO,SE,BS,LA,DT,CT,CY,CL,SP,HO,DE,ID,AB,C1,RP,EM,RI,OI,FU,FX,CR,NR,TC,Z9,U1,U2,PU,PI,PA,SN,EI,BN,J9,JI,PD,PY,VL,IS,PN,SU,SI,MA,BP,EP,AR,DI,D2,EA,EY,PG,WC,SC,GA,UT,PM,OA,HC,HP,DA
63,J,"Zhou, YY; Zhang, YF; Hommel, B; Zhang, H",,,,"Zhou, Yanyun; Zhang, Yifei; Hommel, Bernhard; Zhang, Hao",,,The Impact of Bodily States on Divergent Thinking: Evidence for a Control-Depletion Account,FRONTIERS IN PSYCHOLOGY,,,English,Article,,,,,,body and mind; embodied cognition; creativity; divergent thinking; bodily states; roaming,EMBODIED COGNITION; CREATIVE-THINKING; ATTENTION; WALKING; COMPREHENSION; PERCEPTION; RESOURCES; METAPHORS; IMAGERY; ADULTS,"Given previous evidence that bodily states can impact basic cognitive processes, we asked whether such impact can also be demonstrated for creative cognition. In particular, we had participants perform a design improvement task and a consequences imagination task while standing up, walking in a predetermined pattern, or walking freely. Results show better divergent-thinking performance with unconstrained than with constrained walking, and better performance for walking than for standing. A second experiment assessed performance in an alternative uses task and a figural combination task while participants were lying, sitting, or standing. Results showed better performance when standing up than when lying or sitting. Taken altogether, these observations provide evidence for an approach in terms of cognitive-control depletion: the more a bodily activity exhausts control resources, the better divergent thinking can unfold, presumably because reduced top-down control brings more ideas into play.","[Zhou, Yanyun; Zhang, Hao] Southwest Univ, Sch Psychol, Minist Educ, Key Lab Cognit & Personal, Chongqing, Peoples R China; [Zhang, Yifei] Emily Carr Univ Art & Design, Vancouver, BC, Canada; [Hommel, Bernhard] Leiden Univ, Dept Psychol, Leiden Inst Brain & Cognit, Leiden, Netherlands","Zhang, H (reprint author), Southwest Univ, Sch Psychol, Minist Educ, Key Lab Cognit & Personal, Chongqing, Peoples R China.",qrzhang@swu.edu.cn,"Hommel, Bernhard/F-8173-2010","Hommel, Bernhard/0000-0003-4731-5125",Key Discipline Fund of National 211 Project in China [NSKD08008]; Scholar Research Program Fund of Southwest University [SWUB 2007063],"This research was supported by the Key Discipline Fund of National 211 Project in China (NSKD08008 to HZ), the Scholar Research Program Fund of Southwest University (SWUB 2007063 to HZ).",,63,4,4,2,3,FRONTIERS MEDIA SA,LAUSANNE,"AVENUE DU TRIBUNAL FEDERAL 34, LAUSANNE, CH-1015, SWITZERLAND",1664-1078,,,FRONT PSYCHOL,Front. Psychol.,29-Sep,2017,8,,,,,,,,1546,10.3389/fpsyg.2017.01546,,,,9,"Psychology, Multidisciplinary",Psychology,FI4GB,WOS:000411928000001,29033862,"DOAJ Gold, Green Published",,,4/26/19
64,J,"Sacavem, A; Martinez, LF; da Cunha, JV; Abreu, AM; Johnson, SK",,,,"Sacavem, Antonio; Martinez, Luis F.; da Cunha, Joao Vieira; Abreu, Ana Maria; Johnson, Stefanie K.",,,"CHARISMATIC LEADERSHIP: A STUDY ON DELIVERY STYLES, MOOD, AND PERFORMANCE",JOURNAL OF LEADERSHIP STUDIES,,,English,Article,,,,,,,TEACHER IMMEDIACY BEHAVIORS; NONVERBAL BEHAVIOR; ORGANIZATIONAL OUTCOMES; EMOTIONAL CONTAGION; PERCEPTIONS; METAANALYSIS; FOLLOWERS; DOMINANCE; GENDER; MODELS,"Words are very important to share ideas, but less is known regarding the way the message is communicated in the leadership process. The present study explored how nonverbal delivery factors might impact leaders' charisma, followers' mood, and followers' performance. The research specifically focused on how immediacy and dominance impacted the relationship between leaders' delivery styles and followers' mood, perceptions of charismatic leadership, and performance. Results showed that immediate and dominant leadership behaviors were critical in eliciting positive mood and reducing negative mood in followers. In the absence of immediate and dominance behaviors in leaders, followers' negative mood increased and positive mood decreased. Moreover, the dominant and immediate displays also led to higher perceptions of charismatic leadership. Crucially, only simple or mixed dominant delivery styles led to an enhancement in the performance of followers. The mediating role of followers' positive mood on the relationship between leaders' delivery styles and followers' performance was also examined. More importantly, positive mood explained the link between leaders' delivery styles and performance. Theoretical and practical implications of the role of delivery styles in the leadership process were discussed.","[Sacavem, Antonio] Univ Europeia Laureate Int Univ, Management, Lisbon, Portugal; [Sacavem, Antonio] Antonio Sacavem Commun Acad, Lisbon, Portugal; [Martinez, Luis F.] Univ Nova Lisboa, Nova Sch Business & Econ, Mkt, Lisbon, Portugal; [da Cunha, Joao Vieira] IESEG Sch Management, Informat Syst, Lisbon, Portugal; [Abreu, Ana Maria] Univ Europeia Laureate Int Univ, Psychol, Lisbon, Portugal; [Johnson, Stefanie K.] Univ Colorado, Management, Boulders Leeds Sch Business, Boulder, CO 80309 USA","Sacavem, A (reprint author), Univ Europeia Laureate Int Univ, Management, Lisbon, Portugal.; Sacavem, A (reprint author), Antonio Sacavem Commun Acad, Lisbon, Portugal.",sacavem@universidadeeuropeia.pt,,"Martinez, Luis/0000-0002-9554-5374; Sacavem, Antonio/0000-0001-5395-5175",,,,110,0,0,2,16,WILEY,HOBOKEN,"111 RIVER ST, HOBOKEN 07030-5774, NJ USA",1935-2611,1935-262X,,J LEADERSH STUD,J. Leadersh. Stud.,FAL,2017,11,3,,,,,21,38,,10.1002/jls.21519,,,,18,Management,Business & Economics,FQ9XG,WOS:000418714400003,,,,,4/26/19
65,J,"Prochazkova, E; Kret, ME",,,,"Prochazkova, Eliska; Kret, Mariska E.",,,Connecting minds and sharing emotions through mimicry: A neurocognitive model of emotional contagion,NEUROSCIENCE AND BIOBEHAVIORAL REVIEWS,,,English,Review,,,,,,Social neuroscience; Empathy development; Affect; Autonomic mimicry; Motor mimicry,HPA-AXIS DYSREGULATION; KANGAROO MOTHER CARE; TO-SKIN CONTACT; FACIAL EXPRESSION; MIRROR NEURONS; NEURAL MECHANISMS; EYE CONTACT; PUPIL SIZE; SOCIAL NEUROSCIENCE; HEART-RATE,"During social interactions, people tend to automatically align with, or mimic their interactor's facial expressions, vocalizations, postures and other bodily states. Automatic mimicry might be implicated in empathy and affiliation and is impaired in several pathologies. Despite a growing body of literature on its phenomenology, the function and underlying mechanisms of mimicry remain poorly understood. The current review puts forward a new Neurocognitive Model of Emotional Contagion (NMEC), demonstrating how basic automatic mimicry can give rise to emotional contagion. We combine neurological, developmental and evolutionary insights to argue that automatic mimicry is a precursor to healthy social development. We show that (i) strong synchronization exists between people, (ii) that this resonates on different levels of processing and (iii) demonstrate how mimicry translates into emotional contagion. We conclude that our synthesized model, built upon integrative knowledge from various fields, provides a promising avenue for future research investigating the role of mimicry in human mental health and social development.","[Prochazkova, Eliska; Kret, Mariska E.] Leiden Univ, Inst Psychol, Cognit Psychol Unit, Wassenaarseweg 52, NL-2333 AK Leiden, Netherlands; [Prochazkova, Eliska; Kret, Mariska E.] LIBC, Albinusdreef 2, NL-2300 RC Leiden, Netherlands","Kret, ME (reprint author), Leiden Univ, Inst Psychol, Cognit Psychol Unit, Wassenaarseweg 52, NL-2333 AK Leiden, Netherlands.",e.prochazkova@fsw.leidenuniv.nl; m.e.kret@fsw.leidenuniv.nl,,"Kret, Mariska/0000-0002-3197-5084",Netherlands Science Foundation [016-155-082]; NWO (Nederlandse Organisatie voor Wetenschappelijk Onderzoek) [406-15-026],Funding Research was supported by the Netherlands Science Foundation (VENI # 016-155-082) to MK and (Talent Grant # 406-15-026) from NWO (Nederlandse Organisatie voor Wetenschappelijk Onderzoek) to MK and EP.,,194,19,19,4,23,PERGAMON-ELSEVIER SCIENCE LTD,OXFORD,"THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD OX5 1GB, ENGLAND",0149-7634,1873-7528,,NEUROSCI BIOBEHAV R,Neurosci. Biobehav. Rev.,SEP,2017,80,,,,,,99,114,,10.1016/j.neubiorev.2017.05.013,,,,16,Behavioral Sciences; Neurosciences,Behavioral Sciences; Neurosciences & Neurology,FO5FV,WOS:000416879800008,28506927,Other Gold,,,4/26/19
66,J,"Schmidt, J; Martin, A",,,,"Schmidt, Jennifer; Martin, Alexandra",,,Smile away your cravings - Facial feedback modulates cue -induced food cravings,APPETITE,,,English,Article,,,,,,Food craving; Facial feedback; Emotional eating; Cue exposure; Implicit processes,BINGE-EATING DISORDER; UNRESTRAINED EATERS; REGULATION MODEL; EMOTIONAL STATE; NEGATIVE AFFECT; WEIGHT-GAIN; BEHAVIOR; HYPOTHESIS; REACTIVITY; OBESITY,"Food cravings are common experiences that precede dysfunctional eating behaviors, such as overeating and binge eating. These cravings are often related to negative affect, especially in emotional eaters. Recent studies have revived interest in a theory on the implicit modulation of affect: the facial feedback hypothesis. This theory claims that mimic expressions influence affective experiences. Given the association between negative affect and food craving, facial feedback could provide a means to reduce or prevent food cravings. In an experimental study, using a read aloud task, we examined, whether an implicit modulation of facial muscle activity - zygomatic muscle (smiling: FF+) and corrugator muscle (frowning: FF-) -would alter food cue-induced cravings in healthy young women (n = 60). We further examined, if traits in emotional eating influence the facial feedback-effect. The activation of the zygomatic muscle prevented the occurrence of food cravings after exposure with palatable food cues. Food craving only increased in the FF - group (p = 0.029). The facial feedback effect was especially pronounced in emotional eaters, indicated by a significant moderation (p = 0.041). In participants with high degrees of emotional eating, food craving was reduced in the FF + group and amplified in the FF- group. The results indicate that mimic expressions might influence food cravings on implicit pathways. Existing approaches that target implicit behavior modification via facial feedback may be transferable to eating behavior. These methods could potentially help in altering dysfunctional eating associated with food craving, especially in individuals prone to emotional eating. (C) 2017 Elsevier Ltd. All rights reserved.","[Schmidt, Jennifer] Univ Wuppertal, Dept Clin Psychol & Psychotherapy, Wuppertal, Germany","Schmidt, J (reprint author), Univ Wuppertal, Sch Human & Social Sci Clin Psychol & Psychothera, Max Horkheimer Str 20, D-42097 Wuppertal, Germany.",jschmidt@uni-wuppertal.de; martin@uni-wuppertal.de,,"Martin, Alexandra/0000-0002-4235-8591",,,,72,1,1,2,19,ACADEMIC PRESS LTD- ELSEVIER SCIENCE LTD,LONDON,"24-28 OVAL RD, LONDON NW1 7DX, ENGLAND",0195-6663,1095-8304,,APPETITE,Appetite,1-Sep,2017,116,,,,,,536,543,,10.1016/j.appet.2017.05.037,,,,8,Behavioral Sciences; Nutrition & Dietetics,Behavioral Sciences; Nutrition & Dietetics,FB2KM,WOS:000405972700062,28549759,,,,4/26/19
67,J,"Weis, PP; Herbert, C",,,,"Weis, Patrick P.; Herbert, Cornelia",,,Bodily Reactions to Emotional Words Referring to Own versus Other People's Emotions,FRONTIERS IN PSYCHOLOGY,,,English,Article,,,,,,emotion; self; language; embodiment; facial expression; heart rate; skin conductance; emotional communication,EVENT-RELATED POTENTIALS; HEART-RATE-VARIABILITY; SELF-POSITIVITY BIAS; FACIAL EXPRESSIONS; AMYGDALA ACTIVATION; NEGATIVE AFFECT; LANGUAGE; MEMORY; RESPONSES; STIMULI,"According to embodiment theories, language and emotion affect each other. In line with this, several previous studies investigated changes in bodily responses including facial expressions, heart rate or skin conductance during affective evaluation of emotional words and sentences. This study investigates the embodiment of emotional word processing from a social perspective by experimentally manipulating the emotional valence of a word and its personal reference. Stimuli consisted of pronoun-noun pairs, i.e., positive, negative, and neutral nouns paired with possessive pronouns of the first or the third person (""my,"" ""his"") or the non-referential negation term (""no"") as controls. Participants had to quickly evaluate the word pairs by key presses as either positive, negative, or neutral, depending on the subjective feelings they elicit. Hereafter, they elaborated the intensity of the feeling on a non-verbal scale from 1 (very unpleasant) to 9 (very pleasant). Facial expressions (M. Zygomaticus, M. Corrugator), heart rate, and, for exploratory purposes, skin conductance were recorded continuously during the spontaneous and elaborate evaluation tasks. Positive pronoun-noun phrases were responded to the quickest and judged more often as positive when they were self-related, i.e., related to the reader's self (e.g., ""my happiness,"" ""my joy"") than when related to the self of a virtual other (e.g., ""his happiness,"" ""his joy""), suggesting a self-positivity bias in the emotional evaluation of word stimuli. Physiologically, evaluation of emotional, unlike neutral pronoun-noun pairs initially elicited an increase in mean heart rate irrespective of stimulus reference. Changes in facial muscle activity, M. Zygomaticus in particular, were most pronounced during spontaneous evaluation of positive other-related pronoun-noun phrases in line with theoretical assumptions that facial expressions are socially embedded even in situation where no real communication partner is present. Taken together, the present results confirm and extend the embodiment hypothesis of language by showing that bodily signals can be differently pronounced during emotional evaluation of self-and other-related emotional words.","[Weis, Patrick P.; Herbert, Cornelia] Univ Tubingen, Dept Psychiat, Tubingen, Germany; [Herbert, Cornelia] Univ Ulm, Inst Psychol & Educ Appl Emot & Motivat Res, Ulm, Germany","Herbert, C (reprint author), Univ Tubingen, Dept Psychiat, Tubingen, Germany.; Herbert, C (reprint author), Univ Ulm, Inst Psychol & Educ Appl Emot & Motivat Res, Ulm, Germany.",cornelia.herbert@uni-ulm.de,,,German Research Foundation (DFG) [HE 5880/3-1],"This study was funded by the German Research Foundation (DFG), grant HE 5880/3-1, awarded to CH.",,102,5,5,1,11,FRONTIERS MEDIA SA,LAUSANNE,"PO BOX 110, EPFL INNOVATION PARK, BUILDING I, LAUSANNE, 1015, SWITZERLAND",1664-1078,,,FRONT PSYCHOL,Front. Psychol.,22-Aug,2017,8,,,,,,,,1277,10.3389/fpsyg.2017.01277,,,,14,"Psychology, Multidisciplinary",Psychology,FE4RH,WOS:000408200500001,28878699,"DOAJ Gold, Green Published",,,4/26/19
68,J,"Rice, EL; Fredrickson, BL",,,,"Rice, Elise L.; Fredrickson, Barbara L.",,,Do Positive Spontaneous Thoughts Function as Incentive Salience?,EMOTION,,,English,Article,,,,,,positive spontaneous thoughts; incentive salience; positive emotions; automaticity; motivation,EMOTIONS BROADEN; MOTIVATION; REWARD; PERCEPTION; PSYCHOLOGY; PLEASURE; LIKING; MICE,"The present work explores the theoretical relationship between positive spontaneous thoughts and incentive salience-a psychological property thought to energize wanting and approach motivation by rendering cues that are associated with enjoyment more likely to stand out to the individual when subsequently encountered in the environment (Berridge, 2007). We reasoned that positive spontaneous thoughts may at least be concomitants of incentive salience, and as such, they might likewise mediate the effect of liking on wanting. In Study 1, 103 adults recruited via Amazon's Mechanical Turk reported on key aspects of 10 everyday activities. As predicted, positive spontaneous thoughts mediated the relationship between liking an activity in the past and wanting to engage in it in the future. In Study 2, 99 undergraduate students viewed amusing and humorless cartoons and completed a thought-listing task, providing experimental evidence for the causal effect of liking on positive spontaneous thoughts. In Study 3, we tested whether positive spontaneous thoughts play an active role in energizing wanting rather than merely co-occurring with (inferred) incentive salience. In that experiment involving 80 undergraduates, participants who were led to believe that their spontaneous thoughts about a target activity were especially positive planned to devote more time to that activity over the coming week than participants who received no such information about their spontaneous thoughts. Collectively, these findings suggest that positive spontaneous thoughts may play an important role in shaping approach motivation. Broader implications and future directions in the study of positive spontaneous thoughts are discussed.","[Rice, Elise L.; Fredrickson, Barbara L.] Univ North Carolina Chapel Hill, Dept Psychol & Neurosci, 910 Raleigh Rd,POB 2688, Chapel Hill, NC 27514 USA","Fredrickson, BL (reprint author), Univ North Carolina Chapel Hill, Dept Psychol & Neurosci, 910 Raleigh Rd,POB 2688, Chapel Hill, NC 27514 USA.; Rice, EL (reprint author), NCI, Behav Res Program, Div Canc Control & Populat Sci, 9609 Med Ctr Dr,3E532, Bethesda, MD 20892 USA.",elise.rice@nih.gov; blf@unc.edu,,,"NSF Graduate Research Fellowship [DGE-1144081]; National Institutes of Health [R01CA170128, R01AT007884, R01NR012899]; NIH Common Fund; Positive Psychology Science Fund at the University of North Carolina at Chapel Hill","We thank Kristen Lindquist, Keith Payne, Paschal Sheeran, and Laura Castro-Schilo for their helpful comments on this work. Elise L. Rice was supported by an NSF Graduate Research Fellowship (DGE-1144081). Barbara L. Fredrickson was supported by grants from the National Institutes of Health (Grant R01CA170128, R01AT007884, and R01NR012899, an award supported by the NIH Common Fund, which is managed by the NIH Office of the Director/Office of Strategic Coordination). Study 1 was funded by an award from the Positive Psychology Science Fund at the University of North Carolina at Chapel Hill to Elise L. Rice.",,41,2,2,1,3,AMER PSYCHOLOGICAL ASSOC,WASHINGTON,"750 FIRST ST NE, WASHINGTON, DC 20002-4242 USA",1528-3542,1931-1516,,EMOTION,Emotion,AUG,2017,17,5,,,,,840,855,,10.1037/emo0000284,,,,16,"Psychology, Experimental",Psychology,FT3FP,WOS:000423033000007,28206793,,,,4/26/19
69,J,"Kaiser, J; Davey, GCL",,,,"Kaiser, Jakob; Davey, Graham C. L.",,,The effect of facial feedback on the evaluation of statements describing everyday situations and the role of awareness,CONSCIOUSNESS AND COGNITION,,,English,Article,,,,,,,SOMATIC MARKER HYPOTHESIS; LANGUAGE COMPREHENSION; EMOTIONAL EXPERIENCE; INTERPRETATION BIAS; SOCIAL PHOBIA; ANXIETY; SMILE; JUDGMENTS; EFFERENCE; COGNITION,"According to theories of embodiment enacting a smile or a frown can positively or negatively influence one's evaluations, even without awareness of one's facial activity. While some previous studies found evidence for facial feedback effects, recent replication attempts could not confirm these findings. Are our decisions throughout the day amenable to the state of our facial muscles? We tested the effect of smiling and frowning on the evaluation of emotional sentences describing everyday situations. While most previous studies based their assessment of awareness on verbal debriefing interviews without explicitly defined criteria, we employed a written debriefing questionnaire in order to avoid potential bias when identifying participants' awareness. Our results indicate that smiling/frowning increased/decreased sentence ratings only for participants aware of their expressions. This emphasizes the importance of more rigorous awareness tests in facial feedback studies. Our results support the view that facial feedback cannot necessarily influence us without conscious mediation.","[Kaiser, Jakob; Davey, Graham C. L.] Univ Sussex, Sch Psychol, Brighton BN1 9QH, E Sussex, England","Kaiser, J (reprint author), Univ Sussex, Sch Psychol, Brighton BN1 9QH, E Sussex, England.",J.Kaiser@sussex.ac.uk; grahamda@sussex.ac.uk,,,,,,59,2,2,3,9,ACADEMIC PRESS INC ELSEVIER SCIENCE,SAN DIEGO,"525 B ST, STE 1900, SAN DIEGO, CA 92101-4495 USA",1053-8100,1090-2376,,CONSCIOUS COGN,Conscious. Cogn.,AUG,2017,53,,,,,,23,30,,10.1016/j.concog.2017.05.006,,,,8,"Psychology, Experimental",Psychology,FC7AF,WOS:000406992100003,28609702,,,,4/26/19
70,J,"Vallejo-Trujillo, S",,,,"Vallejo-Trujillo, Stella",,,EMOTIONAL ADVERTISING AS A MARKETING STRATEGY: OPPORTUNITY FOR COMPANIES,QUID-INVESTIGACION CIENCIA Y TECNOLOGIA,,,Spanish,Article,,,,,,advertising; decision-making; economic behavior; emotions; facial expression; marketing,,"Emotions impact on social interactions, attention, perception and memory of the human (Strack, F, Martin, L., Stepper, S., 1988). Due to its relationship with facial expressions, it is possible to identify, analyze and code them based on voluntary and involuntary changes in the key points of the face, such as eyes, eyebrows, eyelids, nostrils and lips and interpreting the impact on internal or external stimuli. Based on the Discrete of Emotions Theory of Ekman and Friesen (1976), the FaceCoding Analysys - FCA, measures facial expressions to infer about the emotional behavior of human beings and their decision-making. For the qualitative research, an advertisement was exposed to n = 35 participants, via on-line. The information was processed in SPSS version 22 for Mac using descriptive statistics. The results indicate that the emotion that occurs with the highest proportion is in accordance with the advertising campaign.","[Vallejo-Trujillo, Stella] Univ Autonoma Estado Morelos, Cuernavaca, Morelos, Mexico","Vallejo-Trujillo, S (reprint author), Univ Autonoma Estado Morelos, Cuernavaca, Morelos, Mexico.",vallejo.trujillo.stella@gmail.com,,,,,,33,0,0,4,11,INST UNIV SALAZAR & HERRERA,MEDELLIN,"CRA 70 NO 52-49, MEDELLIN, ANTIOQUIA 00000, COLOMBIA",1692-343X,2462-9006,,QUID-INVESTIG CIENC,QUID-Investig. Cienc. Tecnol.,JUL-DEC,2017,,29,,,,,13,+,,,,,,10,Multidisciplinary Sciences,Science & Technology - Other Topics,GA3PY,WOS:000428242600002,,,,,4/26/19
71,J,"Nowak, A; Vallacher, RR; Zochowski, M; Rychwalska, A",,,,"Nowak, Andrzej; Vallacher, Robin R.; Zochowski, Michal; Rychwalska, Agnieszka",,,Functional Synchronization: The Emergence of Coordinated Activity in Human Systems,FRONTIERS IN PSYCHOLOGY,,,English,Article,,,,,,synchronization; function; self-organization; mind; brain; social systems,INTERPERSONAL COORDINATION; ACTION IDENTIFICATION; SOCIAL-INTERACTION; NEURONAL NETWORKS; NEURAL SYNCHRONY; PUBLIC-OPINION; HUMAN BRAIN; DYNAMICS; BEHAVIOR; SELF,"The topical landscape of psychology is highly compartmentalized, with distinct phenomena explained and investigated with recourse to theories and methods that have little in common. Our aim in this article is to identify a basic set of principles that underlie otherwise diverse aspects of human experience at all levels of psychological reality, from neural processes to group dynamics. The core idea is that neural, behavioral, mental, and social structures emerge through the synchronization of lower-level elements (e.g., neurons, muscle movements, thoughts and feelings, individuals) into a functional unit-a coherent structure that functions to accomplish tasks. The coherence provided by the formation of functional units may be transient, persisting only as long as necessary to perform the task at hand. This creates the potential for the repeated assembly and disassembly of functional units in accordance with changing task demands. This perspective is rooted in principles of complexity science and non-linear dynamical systems and is supported by recent discoveries in neuroscience and recent models in cognitive and social psychology. We offer guidelines for investigating the emergence of functional units in different domains, thereby honoring the topical differentiation of psychology while providing an integrative foundation for the field.","[Nowak, Andrzej] SWPS Univ Social Sci & Humanities, Dept Psychol, Warsaw, Poland; [Nowak, Andrzej; Vallacher, Robin R.] Florida Atlantic Univ, Dept Psychol, Boca Raton, FL 33431 USA; [Zochowski, Michal] Univ Michigan, Dept Phys & Biophys Program, Ann Arbor, MI 48109 USA; [Rychwalska, Agnieszka] Univ Warsaw, Robert Zajonc Inst Social Studies, Warsaw, Poland","Nowak, A (reprint author), SWPS Univ Social Sci & Humanities, Dept Psychol, Warsaw, Poland.; Nowak, A (reprint author), Florida Atlantic Univ, Dept Psychol, Boca Raton, FL 33431 USA.",nowak@fau.edu,,,Polish National Science Centre [NCN 2011/03/B/HS6/05084],We acknowledge the support of the grant from Polish National Science Centre NCN 2011/03/B/HS6/05084.,,132,0,0,2,22,FRONTIERS MEDIA SA,LAUSANNE,"PO BOX 110, EPFL INNOVATION PARK, BUILDING I, LAUSANNE, 1015, SWITZERLAND",1664-1078,,,FRONT PSYCHOL,Front. Psychol.,13-Jun,2017,8,,,,,,,,945,10.3389/fpsyg.2017.00945,,,,15,"Psychology, Multidisciplinary",Psychology,EX3MW,WOS:000403137300001,28659842,"DOAJ Gold, Green Published",,,4/26/19
72,J,"Brinol, P; Petty, RE; Belding, J",,,,"Brinol, Pablo; Petty, Richard E.; Belding, Jennifer",,,Objectification of people and thoughts: An attitude change perspective,BRITISH JOURNAL OF SOCIAL PSYCHOLOGY,,,English,Article,,,,,,,SELF-VALIDATION ANALYSIS; OVERT HEAD MOVEMENTS; NAIVE THEORIES; RISK-TAKING; PERSUASION; WOMEN; BODY; POWER; INFORMATION; CONFIDENCE,"Many objectification phenomena can be understood from a mind-body dualism perspective in which the more people focus on their bodies, the less they focus on their minds. Instead of viewing mind and body in opposition to each other, we advocate for a more reciprocal view in which mind and body work in conjunction. Consistent with an integrated mind-body approach, we begin our review by describing research on embodied persuasion revealing that focusing on our own body can reduce but also increase thinking (elaboration), as well as affecting the use of thoughts in forming evaluations (validation). Next, we extend our integrated view to a new domain and suggest that physical objects can influence thoughts and that one's thoughts can also be objectified. The first portion of this section focuses on research on enclothed cognition revealing that wearing physical objects can operate through the same processes of elaboration (increasing and decreasing thinking) and validation (increasing and decreasing thought usage) as the body. The second portion reveals that thoughts can be understood and treated as if they were physical objects affecting evaluative processes by influencing elaboration and validation processes. The final section provides some practical guidance relevant to campaigns designed to reduce the objectification of women and the infrahumanization of stigmatized groups.","[Brinol, Pablo] Univ Autonoma Madrid, Dept Psychol, Campus Cantoblanco,Crta Colmenar,Km 15, E-28049 Madrid, Spain; [Petty, Richard E.] Ohio State Univ, Columbus, OH 43210 USA; [Belding, Jennifer] Univ Calif San Diego, La Jolla, CA 92093 USA","Brinol, P (reprint author), Univ Autonoma Madrid, Dept Psychol, Campus Cantoblanco,Crta Colmenar,Km 15, E-28049 Madrid, Spain.",pablo.brinnol@uam.es,"Brinol, Pablo/B-7329-2011","Brinol, Pablo/0000-0002-0327-5865",,,,73,1,1,3,18,WILEY,HOBOKEN,"111 RIVER ST, HOBOKEN 07030-5774, NJ USA",0144-6665,2044-8309,,BRIT J SOC PSYCHOL,Br. J. Soc. Psychol.,JUN,2017,56,2,,,SI,,233,249,,10.1111/bjso.12183,,,,17,"Psychology, Social",Psychology,FA2UK,WOS:000405296100003,28188637,,,,4/26/19
73,J,"Smith, KM; Apicella, CL",,,,"Smith, Kristopher M.; Apicella, Coren L.",,,"Winners, losers, and posers: The effect of power poses on testosterone and risk-taking following competition",HORMONES AND BEHAVIOR,,,English,Article,,,,,,Embodiment; Hormones; Power poses; Competition; Economic; risk-taking; Testosterone; Cortisol,NONVERBAL DISPLAYS; CHALLENGE HYPOTHESIS; SERUM TESTOSTERONE; HUMAN-AGGRESSION; CORTISOL; MEN; DOMINANCE; PREDICTS; BEHAVIOR; INDIVIDUALS,"A contribution to a special issue on Hormones and Human Competition. The effect of postural power displays (i.e. power poses) on hormone levels and decision-making has recently been challenged. While Carney et al. (2010) found that holding brief postural displays of power leads to increased testosterone, decreased cortisol and greater economic risk taking, this failed to replicate in a recent high-powered study (Ranehill et al. 2015). It has been put forward that subtle differences in social context may account for the differences in results. Power displays naturally occur within the context of competitions, as do changes in hormones, and researchers have yet to examine the effects of poses within this ecologically relevant context. Using a large sample of 247 male participants, natural winners and losers of a physical competition were randomly assigned to hold a low, neutral or high-power postural display. We found no main effect of pose type on testosterone, cortisol, risk or feelings of power. Winners assigned to a high-power pose had a relative, albeit small, rise in testosterone compared to winners who held neutral or low-power poses. For losers, we found little evidence that high-power poses lead to increased testosterone relative to those holding neutral or low-powered poses. If anything, the reverse was observed losers had a reduction in testosterone after holding high-power poses. To the extent that changes in testosterone modulate social behaviors adaptively, it is possible that the relative reduction in testosterone observed in losers taking high-powered poses is designed to inhibit further ""winner-like"" behavior that could result in continued defeat and harm. Still, effects were small, multiple comparisons were made, and the results ran counter to our predictions. We thus treat these conclusions as preliminary. (C) 2016 Elsevier Inc. All rights reserved.","[Smith, Kristopher M.; Apicella, Coren L.] Univ Penn, Dept Psychol, 3720 Walnut St, Philadelphia, PA 19104 USA","Apicella, CL (reprint author), Univ Penn, Dept Psychol, 3720 Walnut St, Philadelphia, PA 19104 USA.",capicella@psych.upenn.edu,,,University of Pennsylvania,"Anna Dreber provided valuable advice and support throughput the entire project. We thank Dana Carney for generously supplying the pictures used in the original study. We thank Chris Chabris, Carole Hooven and Joseph Henrich for their helpful comments. We thank Yevgeniy Olkhov for managerial and research support and Victoria Tobolsky for general research assistance. We also thank a number of volunteer research assistants at the University of Pennsylvania: Juan (Jasey) Cardenas, Kelsey Karpink, Dylan Manfredi, Alyssa Navarro, Hannah Samaha, and Adrian White. We also thank members of the PLEEP lab for thoughtful feedback in the early stages of designing the study. Finally, we thank David Edwards, Pranjal Mehta and Kathleen Casto for thoughtful and careful feedback. This study was funded by the University of Pennsylvania.",,75,8,9,4,31,ACADEMIC PRESS INC ELSEVIER SCIENCE,SAN DIEGO,"525 B ST, STE 1900, SAN DIEGO, CA 92101-4495 USA",0018-506X,1095-6867,,HORM BEHAV,Horm. Behav.,JUN,2017,92,,,,SI,,172,181,,10.1016/j.yhbeh.2016.11.003,,,,10,Behavioral Sciences; Endocrinology & Metabolism,Behavioral Sciences; Endocrinology & Metabolism,EY9KS,WOS:000404318100019,27840104,,,,4/26/19
